x, y, du, u,e_to_next_x, e_to_next_y, to_next_theta,tx, ty, t_theta,nx, ny, n_theta,kappa
0.0175733,0.496785,0.0099846,4.56296,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0174158,0.486801,0.0099846,4.57295,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0172584,0.476818,0.0099846,4.58293,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0171009,0.466835,0.0099846,4.59292,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0169435,0.456851,0.0099846,4.6029,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.016786,0.446868,0.0099846,4.61289,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0166285,0.436884,0.0099846,4.62287,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0164711,0.426901,0.0099846,4.63285,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0163136,0.416918,0.0099846,4.64284,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0161562,0.406934,0.0099846,4.65282,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0159987,0.396951,0.0099846,4.66281,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0158413,0.386968,0.0099846,4.67279,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0156838,0.376984,0.0099846,4.68278,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0155264,0.367001,0.0099846,4.69276,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0153689,0.357018,0.0099846,4.70275,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0152115,0.347034,0.0099846,4.71273,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.015054,0.337051,0.0099846,4.72272,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0148965,0.327068,0.0099846,4.7327,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0147391,0.317084,0.0099846,4.74269,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0145816,0.307101,0.0099846,4.75267,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0144242,0.297117,0.0099846,4.76265,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0142667,0.287134,0.0099846,4.77264,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0141093,0.277151,0.0099846,4.78262,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0139518,0.267167,0.0099846,4.79261,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0137944,0.257184,0.0099846,4.80259,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0136369,0.247201,0.0099846,4.81258,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0134795,0.237217,0.0099846,4.82256,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.013322,0.227234,0.0099846,4.83255,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0131645,0.217251,0.0099846,4.84253,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0130071,0.207267,0.0099846,4.85252,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0128496,0.197284,0.0099846,4.8625,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0126922,0.1873,0.0099846,4.87249,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0125347,0.177317,0.0099846,4.88247,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0123773,0.167334,0.0099846,4.89245,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0122198,0.15735,0.0099846,4.90244,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0120624,0.147367,0.0099846,4.91242,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0119049,0.137384,0.0099846,4.92241,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0117475,0.1274,0.0099846,4.93239,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.01159,0.117417,0.0099846,4.94238,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0114325,0.107434,0.0099846,4.95236,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0112751,0.0974502,0.0099846,4.96235,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0111176,0.0874669,0.0099846,4.97233,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0109602,0.0774835,0.0099846,4.98232,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0108027,0.0675002,0.0099846,4.9923,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0106453,0.0575168,0.0099846,5.00229,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0104878,0.0475334,0.0099846,5.01227,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0103304,0.0375501,0.0099846,5.02225,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-8.89548e-14,
0.0101729,0.0275667,0.0099846,5.03224,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,80.467,
0.0100155,0.0175834,0.0099846,5.04222,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,80.4366,
0.009858,0.0076,0.00999971,5.05221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,80.4062,
0.0198556,0.00780293,0.00999971,5.06221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,80.3758,
0.0298533,0.00800586,0.00999971,5.07221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-4.16346e-15,
0.0398509,0.00820878,0.00999971,5.08221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.63301e-15,
0.0498486,0.00841171,0.00999971,5.09221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.60216e-15,
0.0598462,0.00861464,0.00999971,5.10221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-6.9391e-16,
0.0698439,0.00881757,0.00999971,5.11221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.60216e-15,
0.0798415,0.00902049,0.00999971,5.12221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-6.59214e-15,
0.0898392,0.00922342,0.00999971,5.13221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.28605e-15,
0.0998368,0.00942635,0.00999971,5.14221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.109834,0.00962928,0.00999971,5.15221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.90825e-15,
0.119832,0.0098322,0.00999971,5.16221,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.67387e-15,
0.12983,0.0100351,0.00999971,5.1722,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.54395e-14,
0.139827,0.0102381,0.00999971,5.1822,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.00617e-14,
0.149825,0.010441,0.00999971,5.1922,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.159823,0.0106439,0.00999971,5.2022,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.14495e-14,
0.16982,0.0108468,0.00999971,5.2122,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.68273e-14,
0.179818,0.0110498,0.00999971,5.2222,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.40517e-14,
0.189816,0.0112527,0.00999971,5.2322,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.89823e-15,
0.199813,0.0114556,0.00999971,5.2422,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.77564e-15,
0.209811,0.0116586,0.00999971,5.2522,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-8.67387e-15,
0.219809,0.0118615,0.00999971,5.2622,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.1276e-14,
0.229806,0.0120644,0.00999971,5.2722,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.45721e-14,
0.239804,0.0122673,0.00999971,5.2822,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.49191e-14,
0.249802,0.0124703,0.00999971,5.2922,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.14495e-14,
0.259799,0.0126732,0.00999971,5.3022,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.55128e-15,
0.269797,0.0128761,0.00999971,5.3122,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.45721e-14,
0.279795,0.013079,0.00999971,5.3222,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.63686e-14,
0.289792,0.013282,0.00999971,5.3322,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.63686e-14,
0.29979,0.0134849,0.00999971,5.3422,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.2899e-14,
0.309787,0.0136878,0.00999971,5.3522,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.319785,0.0138908,0.00999971,5.3622,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.42251e-14,
0.329783,0.0140937,0.00999971,5.3722,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.76947e-14,
0.33978,0.0142966,0.00999971,5.3822,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.349778,0.0144995,0.00999971,5.3922,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-8.32692e-15,
0.359776,0.0147025,0.00999971,5.4022,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.12259e-15,
0.369773,0.0149054,0.00999971,5.4122,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.67387e-15,
0.379771,0.0151083,0.00999971,5.4222,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.17965e-14,
0.389769,0.0153112,0.00999971,5.4322,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.32692e-15,
0.399766,0.0155142,0.00999971,5.4422,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.40517e-14,
0.409764,0.0157171,0.00999971,5.4522,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.55128e-15,
0.419762,0.01592,0.00999971,5.4622,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.17965e-14,
0.429759,0.016123,0.00999971,5.4722,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.439757,0.0163259,0.00999971,5.4822,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.96029e-14,
0.449755,0.0165288,0.00999971,5.4922,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.2899e-14,
0.459752,0.0167317,0.00999971,5.5022,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.29607e-15,
0.46975,0.0169347,0.00999971,5.51219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.2899e-14,
0.479747,0.0171376,0.00999971,5.52219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.2899e-14,
0.489745,0.0173405,0.00999971,5.53219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.499743,0.0175435,0.00999971,5.54219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.06438e-14,
0.50974,0.0177464,0.00999971,5.55219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.25521e-15,
0.519738,0.0179493,0.00999971,5.56219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.529736,0.0181522,0.00999971,5.57219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.539733,0.0183552,0.00999971,5.58219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.84503e-14,
0.549731,0.0185581,0.00999971,5.59219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.06438e-14,
0.559729,0.018761,0.00999971,5.60219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.569726,0.0189639,0.00999971,5.61219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.579724,0.0191669,0.00999971,5.62219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.51542e-14,
0.589722,0.0193698,0.00999971,5.63219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.599719,0.0195727,0.00999971,5.64219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-6.24519e-15,
0.609717,0.0197757,0.00999971,5.65219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.619715,0.0199786,0.00999971,5.66219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.629712,0.0201815,0.00999971,5.67219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.63971,0.0203844,0.00999971,5.68219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,6.24519e-15,
0.649707,0.0205874,0.00999971,5.69219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.659705,0.0207903,0.00999971,5.70219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.51542e-14,
0.669703,0.0209932,0.00999971,5.71219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.6797,0.0211961,0.00999971,5.72219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.689698,0.0213991,0.00999971,5.73219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.06438e-14,
0.699696,0.021602,0.00999971,5.74219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.84503e-14,
0.709693,0.0218049,0.00999971,5.75219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.719691,0.0220079,0.00999971,5.76219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.84503e-14,
0.729689,0.0222108,0.00999971,5.77219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.06438e-14,
0.739686,0.0224137,0.00999971,5.78219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.06438e-14,
0.749684,0.0226166,0.00999971,5.79219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.759682,0.0228196,0.00999971,5.80219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.11026e-14,
0.769679,0.0230225,0.00999971,5.81219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.779677,0.0232254,0.00999971,5.82219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.80648e-15,
0.789675,0.0234284,0.00999971,5.83219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.799672,0.0236313,0.00999971,5.84219,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.40517e-14,
0.80967,0.0238342,0.00999971,5.85218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.819668,0.0240371,0.00999971,5.86218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.84503e-14,
0.829665,0.0242401,0.00999971,5.87218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
0.839663,0.024443,0.00999971,5.88218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.80648e-15,
0.84966,0.0246459,0.00999971,5.89218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.29607e-15,
0.859658,0.0248488,0.00999971,5.90218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.869656,0.0250518,0.00999971,5.91218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.879653,0.0252547,0.00999971,5.92218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,6.24519e-15,
0.889651,0.0254576,0.00999971,5.93218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.06438e-14,
0.899649,0.0256606,0.00999971,5.94218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.11026e-14,
0.909646,0.0258635,0.00999971,5.95218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.06438e-14,
0.919644,0.0260664,0.00999971,5.96218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.929642,0.0262693,0.00999971,5.97218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.939639,0.0264723,0.00999971,5.98218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.84503e-14,
0.949637,0.0266752,0.00999971,5.99218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.80648e-15,
0.959635,0.0268781,0.00999971,6.00218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.06438e-14,
0.969632,0.027081,0.00999971,6.01218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.97963,0.027284,0.00999971,6.02218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
0.989628,0.0274869,0.00999971,6.03218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
0.999625,0.0276898,0.00999971,6.04218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,7.80648e-15,
1.00962,0.0278928,0.00999971,6.05218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,6.07171e-15,
1.01962,0.0280957,0.00999971,6.06218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.77564e-15,
1.02962,0.0282986,0.00999971,6.07218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-5.03085e-15,
1.03962,0.0285015,0.00999971,6.08218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
1.04961,0.0287045,0.00999971,6.09218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.05961,0.0289074,0.00999971,6.10218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-8.50039e-15,
1.06961,0.0291103,0.00999971,6.11218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.50039e-15,
1.07961,0.0293133,0.00999971,6.12218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-5.03085e-15,
1.0896,0.0295162,0.00999971,6.13218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
1.0996,0.0297191,0.00999971,6.14218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.1096,0.029922,0.00999971,6.15218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-8.50039e-15,
1.1196,0.030125,0.00999971,6.16218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.03085e-15,
1.12959,0.0303279,0.00999971,6.17218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-15,
1.13959,0.0305308,0.00999971,6.18218,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-14,
1.14959,0.0307337,0.00999971,6.19217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
1.15959,0.0309367,0.00999971,6.20217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-14,
1.16959,0.0311396,0.00999971,6.21217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.5613e-14,
1.17958,0.0313425,0.00999971,6.22217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.5613e-14,
1.18958,0.0315455,0.00999971,6.23217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.96646e-14,
1.19958,0.0317484,0.00999971,6.24217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.20958,0.0319513,0.00999971,6.25217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.46955e-14,
1.21957,0.0321542,0.00999971,6.26217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.73477e-15,
1.22957,0.0323572,0.00999971,6.27217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.23169e-14,
1.23957,0.0325601,0.00999971,6.28217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.23169e-14,
1.24957,0.032763,0.00999971,6.29217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.73477e-15,
1.25956,0.0329659,0.00999971,6.30217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.26956,0.0331689,0.00999971,6.31217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-3.46955e-14,
1.27956,0.0333718,0.00999971,6.32217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.46955e-14,
1.28956,0.0335747,0.00999971,6.33217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.21434e-14,
1.29955,0.0337777,0.00999971,6.34217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.30955,0.0339806,0.00999971,6.35217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.70741e-14,
1.31955,0.0341835,0.00999971,6.36217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.32955,0.0343864,0.00999971,6.37217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.38782e-14,
1.33955,0.0345894,0.00999971,6.38217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.23169e-14,
1.34954,0.0347923,0.00999971,6.39217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.35954,0.0349952,0.00999971,6.40217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.50039e-15,
1.36954,0.0351982,0.00999971,6.41217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.37954,0.0354011,0.00999971,6.42217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.46955e-14,
1.38953,0.035604,0.00999971,6.43217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.39953,0.0358069,0.00999971,6.44217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.40953,0.0360099,0.00999971,6.45217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.41953,0.0362128,0.00999971,6.46217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.42952,0.0364157,0.00999971,6.47217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.43952,0.0366186,0.00999971,6.48217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-4.31959e-14,
1.44952,0.0368216,0.00999971,6.49217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.45952,0.0370245,0.00999971,6.50217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.50039e-15,
1.46951,0.0372274,0.00999971,6.51217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.47951,0.0374304,0.00999971,6.52217,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.70741e-14,
1.48951,0.0376333,0.00999971,6.53216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.49951,0.0378362,0.00999971,6.54216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.38782e-14,
1.50951,0.0380391,0.00999971,6.55216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.50039e-15,
1.5195,0.0382421,0.00999971,6.56216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.5295,0.038445,0.00999971,6.57216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.5395,0.0386479,0.00999971,6.58216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.5495,0.0388508,0.00999971,6.59216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.08173e-14,
1.55949,0.0390538,0.00999971,6.60216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.56949,0.0392567,0.00999971,6.61216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.57949,0.0394596,0.00999971,6.62216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,8.50039e-15,
1.58949,0.0396626,0.00999971,6.63216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,1.23169e-14,
1.59948,0.0398655,0.00999971,6.64216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.60948,0.0400684,0.00999971,6.65216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.61948,0.0402713,0.00999971,6.66216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.62948,0.0404743,0.00999971,6.67216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.63947,0.0406772,0.00999971,6.68216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.64947,0.0408801,0.00999971,6.69216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.23169e-14,
1.65947,0.0410831,0.00999971,6.70216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-8.50039e-15,
1.66947,0.041286,0.00999971,6.71216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.67947,0.0414889,0.00999971,6.72216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.68946,0.0416918,0.00999971,6.73216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.08173e-14,
1.69946,0.0418948,0.00999971,6.74216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.70946,0.0420977,0.00999971,6.75216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.71946,0.0423006,0.00999971,6.76216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.72945,0.0425035,0.00999971,6.77216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-4.31959e-14,
1.73945,0.0427065,0.00999971,6.78216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.08173e-14,
1.74945,0.0429094,0.00999971,6.79216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.23169e-14,
1.75945,0.0431123,0.00999971,6.80216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-2.23786e-14,
1.76944,0.0433153,0.00999971,6.81216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,5.70741e-14,
1.77944,0.0435182,0.00999971,6.82216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-4.31959e-14,
1.78944,0.0437211,0.00999971,6.83216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.46955e-14,
1.79944,0.043924,0.00999971,6.84216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-1.40517e-14,
1.80943,0.044127,0.00999971,6.85216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,0,
1.81943,0.0443299,0.00999971,6.86216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,2.23786e-14,
1.82943,0.0445328,0.00999971,6.87216,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,-5.70741e-14,
1.83943,0.0447357,0.00999971,6.88215,0.999794,0.0202934,0.0202947,0,0,0,0,0,0,3.64303e-14,
