x, y, du, u,e_to_next_x, e_to_next_y, to_next_theta,tx, ty, t_theta,nx, ny, n_theta,kappa
0.0542602,2.82291,0.0099846,2.23655,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0541027,2.81292,0.0099846,2.24654,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0539453,2.80294,0.0099846,2.25652,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0537878,2.79296,0.0099846,2.2665,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0536304,2.78297,0.0099846,2.27649,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0534729,2.77299,0.0099846,2.28647,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0533155,2.76301,0.0099846,2.29646,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.053158,2.75302,0.0099846,2.30644,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0530005,2.74304,0.0099846,2.31643,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0528431,2.73306,0.0099846,2.32641,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0526856,2.72307,0.0099846,2.3364,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0525282,2.71309,0.0099846,2.34638,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0523707,2.70311,0.0099846,2.35637,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0522133,2.69312,0.0099846,2.36635,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0520558,2.68314,0.0099846,2.37634,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0518984,2.67316,0.0099846,2.38632,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0517409,2.66317,0.0099846,2.3963,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0515835,2.65319,0.0099846,2.40629,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.051426,2.64321,0.0099846,2.41627,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0512685,2.63322,0.0099846,2.42626,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0511111,2.62324,0.0099846,2.43624,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0509536,2.61326,0.0099846,2.44623,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0507962,2.60327,0.0099846,2.45621,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0506387,2.59329,0.0099846,2.4662,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0504813,2.58331,0.0099846,2.47618,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0503238,2.57332,0.0099846,2.48617,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0501664,2.56334,0.0099846,2.49615,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0500089,2.55336,0.0099846,2.50613,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0498515,2.54337,0.0099846,2.51612,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.049694,2.53339,0.0099846,2.5261,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0495365,2.52341,0.0099846,2.53609,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0493791,2.51342,0.0099846,2.54607,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0492216,2.50344,0.0099846,2.55606,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0490642,2.49346,0.0099846,2.56604,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0489067,2.48347,0.0099846,2.57603,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0487493,2.47349,0.0099846,2.58601,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0485918,2.46351,0.0099846,2.596,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0484344,2.45352,0.0099846,2.60598,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0482769,2.44354,0.0099846,2.61597,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0481195,2.43356,0.0099846,2.62595,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.047962,2.42357,0.0099846,2.63593,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0478045,2.41359,0.0099846,2.64592,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0476471,2.40361,0.0099846,2.6559,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0474896,2.39362,0.0099846,2.66589,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0473322,2.38364,0.0099846,2.67587,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0471747,2.37366,0.0099846,2.68586,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0470173,2.36367,0.0099846,2.69584,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0468598,2.35369,0.0099846,2.70583,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0467024,2.34371,0.0099846,2.71581,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0465449,2.33372,0.0099846,2.7258,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0463875,2.32374,0.0099846,2.73578,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.04623,2.31376,0.0099846,2.74577,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0460725,2.30377,0.0099846,2.75575,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0459151,2.29379,0.0099846,2.76573,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0457576,2.28381,0.0099846,2.77572,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0456002,2.27382,0.0099846,2.7857,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0454427,2.26384,0.0099846,2.79569,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0452853,2.25386,0.0099846,2.80567,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0451278,2.24387,0.0099846,2.81566,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0449704,2.23389,0.0099846,2.82564,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0448129,2.22391,0.0099846,2.83563,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0446555,2.21392,0.0099846,2.84561,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.044498,2.20394,0.0099846,2.8556,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0443405,2.19396,0.0099846,2.86558,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0441831,2.18397,0.0099846,2.87557,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0440256,2.17399,0.0099846,2.88555,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0438682,2.16401,0.0099846,2.89553,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0437107,2.15402,0.0099846,2.90552,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0435533,2.14404,0.0099846,2.9155,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0433958,2.13406,0.0099846,2.92549,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0432384,2.12407,0.0099846,2.93547,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0430809,2.11409,0.0099846,2.94546,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0429235,2.10411,0.0099846,2.95544,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.042766,2.09412,0.0099846,2.96543,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0426085,2.08414,0.0099846,2.97541,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0424511,2.07416,0.0099846,2.9854,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0422936,2.06417,0.0099846,2.99538,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0421362,2.05419,0.0099846,3.00536,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0419787,2.04421,0.0099846,3.01535,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0418213,2.03422,0.0099846,3.02533,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0416638,2.02424,0.0099846,3.03532,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0415064,2.01426,0.0099846,3.0453,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0413489,2.00427,0.0099846,3.05529,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0411915,1.99429,0.0099846,3.06527,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.041034,1.98431,0.0099846,3.07526,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0408765,1.97432,0.0099846,3.08524,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0407191,1.96434,0.0099846,3.09523,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0405616,1.95436,0.0099846,3.10521,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0404042,1.94437,0.0099846,3.1152,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0402467,1.93439,0.0099846,3.12518,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0400893,1.92441,0.0099846,3.13516,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0399318,1.91442,0.0099846,3.14515,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0397744,1.90444,0.0099846,3.15513,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0396169,1.89445,0.0099846,3.16512,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0394595,1.88447,0.0099846,3.1751,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.039302,1.87449,0.0099846,3.18509,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0391445,1.8645,0.0099846,3.19507,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0389871,1.85452,0.0099846,3.20506,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0388296,1.84454,0.0099846,3.21504,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0386722,1.83455,0.0099846,3.22503,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0385147,1.82457,0.0099846,3.23501,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0383573,1.81459,0.0099846,3.245,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0381998,1.8046,0.0099846,3.25498,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0380424,1.79462,0.0099846,3.26496,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0378849,1.78464,0.0099846,3.27495,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0377275,1.77465,0.0099846,3.28493,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.03757,1.76467,0.0099846,3.29492,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0374125,1.75469,0.0099846,3.3049,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0372551,1.7447,0.0099846,3.31489,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0370976,1.73472,0.0099846,3.32487,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0369402,1.72474,0.0099846,3.33486,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0367827,1.71475,0.0099846,3.34484,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0366253,1.70477,0.0099846,3.35483,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0364678,1.69479,0.0099846,3.36481,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0363104,1.6848,0.0099846,3.3748,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0361529,1.67482,0.0099846,3.38478,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0359955,1.66484,0.0099846,3.39476,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.035838,1.65485,0.0099846,3.40475,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0356805,1.64487,0.0099846,3.41473,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0355231,1.63489,0.0099846,3.42472,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0353656,1.6249,0.0099846,3.4347,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0352082,1.61492,0.0099846,3.44469,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0350507,1.60494,0.0099846,3.45467,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0348933,1.59495,0.0099846,3.46466,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0347358,1.58497,0.0099846,3.47464,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0345784,1.57499,0.0099846,3.48463,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0344209,1.565,0.0099846,3.49461,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0342635,1.55502,0.0099846,3.5046,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.034106,1.54504,0.0099846,3.51458,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0339485,1.53505,0.0099846,3.52456,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0337911,1.52507,0.0099846,3.53455,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0336336,1.51509,0.0099846,3.54453,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0334762,1.5051,0.0099846,3.55452,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0333187,1.49512,0.0099846,3.5645,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0331613,1.48514,0.0099846,3.57449,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0330038,1.47515,0.0099846,3.58447,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0328464,1.46517,0.0099846,3.59446,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0326889,1.45519,0.0099846,3.60444,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0325315,1.4452,0.0099846,3.61443,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.032374,1.43522,0.0099846,3.62441,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0322165,1.42524,0.0099846,3.63439,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0320591,1.41525,0.0099846,3.64438,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0319016,1.40527,0.0099846,3.65436,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0317442,1.39529,0.0099846,3.66435,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0315867,1.3853,0.0099846,3.67433,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0314293,1.37532,0.0099846,3.68432,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0312718,1.36534,0.0099846,3.6943,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0311144,1.35535,0.0099846,3.70429,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0309569,1.34537,0.0099846,3.71427,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0307995,1.33539,0.0099846,3.72426,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.030642,1.3254,0.0099846,3.73424,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0304845,1.31542,0.0099846,3.74423,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0303271,1.30544,0.0099846,3.75421,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0301696,1.29545,0.0099846,3.76419,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0300122,1.28547,0.0099846,3.77418,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0298547,1.27549,0.0099846,3.78416,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0296973,1.2655,0.0099846,3.79415,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0295398,1.25552,0.0099846,3.80413,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0293824,1.24554,0.0099846,3.81412,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0292249,1.23555,0.0099846,3.8241,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0290675,1.22557,0.0099846,3.83409,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.02891,1.21559,0.0099846,3.84407,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0287525,1.2056,0.0099846,3.85406,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0285951,1.19562,0.0099846,3.86404,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0284376,1.18564,0.0099846,3.87403,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0282802,1.17565,0.0099846,3.88401,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0281227,1.16567,0.0099846,3.89399,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0279653,1.15569,0.0099846,3.90398,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0278078,1.1457,0.0099846,3.91396,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-3.33581e-14,
0.0276504,1.13572,0.0099846,3.92395,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0274929,1.12574,0.0099846,3.93393,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0273355,1.11575,0.0099846,3.94392,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.027178,1.10577,0.0099846,3.9539,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0270205,1.09579,0.0099846,3.96389,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0268631,1.0858,0.0099846,3.97387,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0267056,1.07582,0.0099846,3.98386,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,1.00074e-13,
0.0265482,1.06584,0.0099846,3.99384,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0263907,1.05585,0.0099846,4.00383,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,3.33581e-14,
0.0262333,1.04587,0.0099846,4.01381,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0260758,1.03589,0.0099846,4.02379,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0259184,1.0259,0.0099846,4.03378,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0257609,1.01592,0.0099846,4.04376,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0256035,1.00594,0.0099846,4.05375,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.025446,0.995953,0.0099846,4.06373,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0252885,0.985969,0.0099846,4.07372,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0251311,0.975986,0.0099846,4.0837,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0249736,0.966003,0.0099846,4.09369,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0248162,0.956019,0.0099846,4.10367,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0246587,0.946036,0.0099846,4.11366,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0245013,0.936052,0.0099846,4.12364,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0243438,0.926069,0.0099846,4.13362,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0241864,0.916086,0.0099846,4.14361,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0240289,0.906102,0.0099846,4.15359,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0238715,0.896119,0.0099846,4.16358,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.023714,0.886136,0.0099846,4.17356,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0235565,0.876152,0.0099846,4.18355,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0233991,0.866169,0.0099846,4.19353,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0232416,0.856186,0.0099846,4.20352,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0230842,0.846202,0.0099846,4.2135,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0229267,0.836219,0.0099846,4.22349,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0227693,0.826235,0.0099846,4.23347,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0226118,0.816252,0.0099846,4.24346,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0224544,0.806269,0.0099846,4.25344,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0222969,0.796285,0.0099846,4.26342,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0221395,0.786302,0.0099846,4.27341,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.021982,0.776319,0.0099846,4.28339,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0218245,0.766335,0.0099846,4.29338,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0216671,0.756352,0.0099846,4.30336,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0215096,0.746369,0.0099846,4.31335,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0213522,0.736385,0.0099846,4.32333,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0211947,0.726402,0.0099846,4.33332,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0210373,0.716419,0.0099846,4.3433,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0208798,0.706435,0.0099846,4.35329,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0207224,0.696452,0.0099846,4.36327,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0205649,0.686468,0.0099846,4.37326,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0204075,0.676485,0.0099846,4.38324,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.02025,0.666502,0.0099846,4.39322,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,1.33432e-13,
0.0200925,0.656518,0.0099846,4.40321,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0199351,0.646535,0.0099846,4.41319,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0197776,0.636552,0.0099846,4.42318,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0196202,0.626568,0.0099846,4.43316,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-1.33432e-13,
0.0194627,0.616585,0.0099846,4.44315,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0193053,0.606602,0.0099846,4.45313,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0191478,0.596618,0.0099846,4.46312,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0189904,0.586635,0.0099846,4.4731,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0188329,0.576652,0.0099846,4.48309,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0186755,0.566668,0.0099846,4.49307,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.018518,0.556685,0.0099846,4.50306,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0183605,0.546701,0.0099846,4.51304,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,0,
0.0182031,0.536718,0.0099846,4.52302,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0180456,0.526735,0.0099846,4.53301,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
0.0178882,0.516751,0.0099846,4.54299,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,6.67161e-14,
0.0177307,0.506768,0.0099846,4.55298,-0.0157697,-0.999876,-1.58657,0,0,0,0,0,0,-6.67161e-14,
